DOClass	Disease	DiseaseClass	EvidenceIndexGDA	EvidenceLevelGDA	FirstRef	Gene	GeneDPI	GeneDSI	GeneFullName	GenePLI	HPOClass	LastRef	NumDiseasesAssociatedToGene	NumGenesDisease	NumPMIDs	NumVariantsAssociatedToGene	NumVariantsDisease	NumVariantsGDA	PathwayIDs	PathwayNames	ProteinClass	ScoreGDA	SemanticType	Type	UnitProt	diseaseUMLSCUI	geneEnsemblIDs	geneNcbiID	geneNcbiType	numCTs	numberChemsIncludedInEvidence	numberPmidsWithChemsIncludedInEvidence
	Depressive neurosis	Mental Disorders	1.0		2008.0	ATF4	0.91	0.47	activating transcription factor 4	0.38065	Abnormality of the nervous system (00707)	2008.0	12	271	1	1	6	0	R-HSA-8953897	Cellular responses to stimuli		0.65	Mental or Behavioral Dysfunction (T048)	disease	P18848	C0011581	ENSG00000128272	468	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2011.0	PEX5L	0.48	0.76	peroxisomal biogenesis factor 5 like	0.89128	Abnormality of the nervous system (00707)	2011.0	3	271	1	1	6	0			Transporter	0.65	Mental or Behavioral Dysfunction (T048)	disease	Q8IYB4	C0011581	ENSG00000114757	51555	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2010.0	HSPB3	0.83	0.51	heat shock protein family B (small) member 3	0.00066351	Abnormality of the nervous system (00707)	2010.0	5	271	1	26	6	0				0.65	Mental or Behavioral Dysfunction (T048)	disease	Q6ICS9,Q12988	C0011581	ENSG00000169271	8988	protein-coding	0	1	1
	Depressive neurosis	Mental Disorders	1.0		2007.0	CPLX1	0.83	0.51	complexin 1	0.43467	Abnormality of the nervous system (00707)	2007.0	13	271	1	3	6	0	R-HSA-112316	Neuronal System		0.65	Mental or Behavioral Dysfunction (T048)	disease	O14810	C0011581	ENSG00000168993	10815	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2012.0	HDAC6	0.91	0.44	histone deacetylase 6		Abnormality of the nervous system (00707)	2012.0	12	271	1	4	6	0	R-HSA-162582,R-HSA-1643685,R-HSA-1852241,R-HSA-74160,R-HSA-8953897,R-HSA-9612973	Signal Transduction,Disease,Organelle biogenesis and maintenance,Gene expression (Transcription),Cellular responses to stimuli,Autophagy	Epigenetic regulator	0.65	Mental or Behavioral Dysfunction (T048)	disease	B4DZH6,Q9UBN7,Q9BRX7,Q9NSW6	C0011581	ENSG00000094631	10013	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2008.0	MC4R	0.87	0.51	melanocortin 4 receptor	2.0768e-05	Abnormality of the nervous system (00707)	2008.0	16	271	1	96	6	0	R-HSA-1266738,R-HSA-162582	Developmental Biology,Signal Transduction	G-protein coupled receptor	0.65	Mental or Behavioral Dysfunction (T048)	disease	P32245	C0011581	ENSG00000166603	4160	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2008.0	ATF3	0.91	0.47	activating transcription factor 3	0.033544	Abnormality of the nervous system (00707)	2008.0	16	271	1	1	6	0	R-HSA-8953897	Cellular responses to stimuli	Transcription factor	0.65	Mental or Behavioral Dysfunction (T048)	disease	P18847	C0011581	ENSG00000162772	467	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2008.0	BAG1	0.87	0.54	BAG cochaperone 1	1.2584e-11	Abnormality of the nervous system (00707)	2008.0	9	271	1	6	6	0	R-HSA-8953897	Cellular responses to stimuli		0.65	Mental or Behavioral Dysfunction (T048)	disease	Q99933	C0011581	ENSG00000107262	573	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2008.0	ALK	0.91	0.34	ALK receptor tyrosine kinase	3.5482e-06	Abnormality of the nervous system (00707)	2008.0	35	271	1	1582	6	0	R-HSA-162582,R-HSA-1643685	Signal Transduction,Disease	Kinase	0.65	Mental or Behavioral Dysfunction (T048)	disease	Q9UM73,B6D4Y2	C0011581	ENSG00000171094	238	protein-coding	1	0	0
	Depressive neurosis	Mental Disorders	0.8571428571428571		2014.0	AQP4	0.91	0.44	aquaporin 4	0.00031454	Abnormality of the nervous system (00707)	2014.0	20	271	1	2	6	0	R-HSA-382551	Transport of small molecules	Ion channel	0.65	Mental or Behavioral Dysfunction (T048)	disease	V9PBN7,P55087,A0A5F9ZHR4,F1DSG4	C0011581	ENSG00000171885	361	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2004.0	GNB3	0.87	0.52	G protein subunit beta 3	3.7747e-09	Abnormality of the nervous system (00707)	2014.0	22	271	5	4	6	0	R-HSA-109582,R-HSA-112316,R-HSA-1430728,R-HSA-162582,R-HSA-1643685,R-HSA-382551,R-HSA-392499,R-HSA-9709957	Hemostasis,Neuronal System,Metabolism,Signal Transduction,Disease,Transport of small molecules,Metabolism of proteins,Sensory Perception	Enzyme	0.6	Mental or Behavioral Dysfunction (T048)	disease	F1T0G5,E9PCP0,P16520	C0011581	ENSG00000111664	2784	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	0.8		2008.0	DTNBP1	0.83	0.55	dystrobrevin binding protein 1	2.4293e-10	Abnormality of the nervous system (00707)	2013.0	14	271	4	17	6	0	R-HSA-5653656	Vesicle-mediated transport		0.6	Mental or Behavioral Dysfunction (T048)	disease	A6NFV8,Q96EV8,D6RJC6,A0A087WYP9,A0A0S2Z5U8	C0011581	ENSG00000047579	84062	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	0.8		2002.0	CHRM2	0.83	0.6	cholinergic receptor muscarinic 2	0.92225	Abnormality of the nervous system (00707)	2011.0	23	271	4	51	6	0	R-HSA-162582,R-HSA-5653656	Signal Transduction,Vesicle-mediated transport	G-protein coupled receptor	0.6	Mental or Behavioral Dysfunction (T048)	disease	Q86SJ1,Q6SL56,A4D1Q0,P08172,Q6SL59	C0011581	ENSG00000181072	1129	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		1996.0	CRHBP	0.74	0.62	corticotropin releasing hormone binding protein	0.0044795	Abnormality of the nervous system (00707)	2010.0	8	271	3	0	6	0	R-HSA-162582	Signal Transduction	Signaling	0.6	Mental or Behavioral Dysfunction (T048)	disease	P24387	C0011581	ENSG00000145708	1393	protein-coding	0	1	1
	Depressive neurosis	Mental Disorders	0.8		2010.0	GRIA3	0.83	0.54	glutamate ionotropic receptor AMPA type subunit 3		Abnormality of the nervous system (00707)	2012.0	23	271	3	30	6	0	R-HSA-112316	Neuronal System	Ion channel	0.6	Mental or Behavioral Dysfunction (T048)	disease	Q17R51,P42263,Q5XKG2	C0011581	ENSG00000125675	2892	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		1992.0	GSTM1	1.0	0.37	glutathione S-transferase mu 1		Abnormality of the nervous system (00707)	2012.0	172	271	3	4	6	0	R-HSA-1430728,R-HSA-9748784	Metabolism,Drug ADME		0.6	Mental or Behavioral Dysfunction (T048)	disease	P09488,X5DR03,X5D932	C0011581	ENSG00000134184	2944	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2011.0	STMN1	0.91	0.45	stathmin 1	0.99457	Abnormality of the nervous system (00707)	2013.0	12	271	3	0	6	0	R-HSA-162582	Signal Transduction		0.6	Mental or Behavioral Dysfunction (T048)	disease	A0A140VJW2,P16949	C0011581	ENSG00000117632	3925	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	0.8571428571428571		2011.0	PCLO	0.87	0.59	piccolo presynaptic cytomatrix protein	1.0	Abnormality of the nervous system (00707)	2014.0	7	271	3	70	6	0	R-HSA-9709957	Sensory Perception		0.6	Mental or Behavioral Dysfunction (T048)	disease	Q9Y6V0	C0011581	ENSG00000186472	27445	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2010.0	NPAS2	0.78	0.59	neuronal PAS domain protein 2	1.0	Abnormality of the nervous system (00707)	2012.0	9	271	2	11	6	0	R-HSA-1430728,R-HSA-400253,R-HSA-8953897	Metabolism,Circadian Clock,Cellular responses to stimuli		0.6	Mental or Behavioral Dysfunction (T048)	disease	A2I2P5,Q99743	C0011581	ENSG00000170485	4862	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2010.0	ADCY5	0.87	0.54	adenylate cyclase 5	1.0	Abnormality of the nervous system (00707)	2013.0	28	271	2	78	6	0	R-HSA-112316,R-HSA-1430728,R-HSA-162582,R-HSA-1643685,R-HSA-382551	Neuronal System,Metabolism,Signal Transduction,Disease,Transport of small molecules		0.6	Mental or Behavioral Dysfunction (T048)	disease	O95622,A0A384P5Q5,B7Z2C7,B3KWA8	C0011581	ENSG00000173175	111	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2011.0	ANKK1	0.74	0.57	ankyrin repeat and kinase domain containing 1	9.3895e-14	Abnormality of the nervous system (00707)	2013.0	21	271	2	2	6	0			Kinase	0.6	Mental or Behavioral Dysfunction (T048)	disease	Q8NFD2	C0011581	ENSG00000170209	255239	protein-coding	0	1	1
	Depressive neurosis	Mental Disorders	1.0		1987.0	MTR	0.91	0.46	5-methyltetrahydrofolate-homocysteine methyltransferase	2.392e-09	Abnormality of the nervous system (00707)	2008.0	51	271	2	169	6	0	R-HSA-1430728,R-HSA-162582,R-HSA-1643685	Metabolism,Signal Transduction,Disease		0.6	Mental or Behavioral Dysfunction (T048)	disease	Q99707	C0011581	ENSG00000116984	4548	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2000.0	MED12	0.91	0.45	mediator complex subunit 12		Abnormality of the nervous system (00707)	2002.0	44	271	2	315	6	0	R-HSA-1266738,R-HSA-1430728,R-HSA-1643685,R-HSA-74160	Developmental Biology,Metabolism,Disease,Gene expression (Transcription)	Transcription factor	0.6	Mental or Behavioral Dysfunction (T048)	disease	Q93074	C0011581	ENSG00000184634	9968	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	0.75		2012.0	CRY1	0.83	0.56	cryptochrome circadian regulator 1	3.6486e-07	Abnormality of the nervous system (00707)	2012.0	9	271	2	4	6	0	R-HSA-400253	Circadian Clock	Enzyme	0.6	Mental or Behavioral Dysfunction (T048)	disease	A2I2P0,Q16526	C0011581	ENSG00000008405	1407	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		1994.0	HTR1D	0.44	0.63	5-hydroxytryptamine receptor 1D	6.3231e-06	Abnormality of the nervous system (00707)	2012.0	4	271	2	2	6	0	R-HSA-162582	Signal Transduction	G-protein coupled receptor	0.6	Mental or Behavioral Dysfunction (T048)	disease	P28221	C0011581	ENSG00000179546	3352	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2012.0	ASMT	0.57	0.67	acetylserotonin O-methyltransferase		Abnormality of the nervous system (00707)	2014.0	5	271	2	0	6	0	R-HSA-1430728	Metabolism		0.6	Mental or Behavioral Dysfunction (T048)	disease	X5D784,P46597	C0011581	ENSG00000292336,ENSG00000196433	438	protein-coding	0	1	1
	Depressive neurosis	Mental Disorders	1.0		2009.0	HTR3B	0.61	0.63	5-hydroxytryptamine receptor 3B	1.4356e-08	Abnormality of the nervous system (00707)	2009.0	10	271	1	2	6	0	R-HSA-112316	Neuronal System	Ion channel	0.6	Mental or Behavioral Dysfunction (T048)	disease	O95264	C0011581	ENSG00000149305	9177	protein-coding	0	1	1
	Depressive neurosis	Mental Disorders	1.0		2011.0	IL6R	0.87	0.42	interleukin 6 receptor	6.7914e-08	Abnormality of the nervous system (00707)	2011.0	26	271	1	33	6	0	R-HSA-1266738,R-HSA-162582,R-HSA-1643685,R-HSA-168256	Developmental Biology,Signal Transduction,Disease,Immune System	Signaling	0.6	Mental or Behavioral Dysfunction (T048)	disease	A0N0L5,P08887,A0A087WTB5	C0011581	ENSG00000160712	3570	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	0.5		2006.0	GABRA6	0.91	0.53	gamma-aminobutyric acid type A receptor subunit alpha6	2.0465e-14	Abnormality of the nervous system (00707)	2006.0	9	271	1	5	6	0	R-HSA-112316	Neuronal System	Ion channel	0.6	Mental or Behavioral Dysfunction (T048)	disease	Q16445	C0011581	ENSG00000145863	2559	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2012.0	RNF123	0.87	0.51	ring finger protein 123	3.1397e-10	Abnormality of the nervous system (00707)	2012.0	3	271	1	37	6	0	R-HSA-168256,R-HSA-392499	Immune System,Metabolism of proteins		0.6	Mental or Behavioral Dysfunction (T048)	disease	Q5XPI4	C0011581	ENSG00000164068	63891	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2010.0	DCANP1	0.26	0.8	dendritic cell associated nuclear protein 1	0.10358	Abnormality of the nervous system (00707)	2010.0	3	271	1	0	6	0				0.6	Mental or Behavioral Dysfunction (T048)	disease	Q8TF63	C0011581	ENSG00000251380	140947	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2009.0	SLC18A1	0.52	0.64	solute carrier family 18 member A1	9.7767e-25	Abnormality of the nervous system (00707)	2009.0	7	271	1	2	6	0	R-HSA-382551	Transport of small molecules	Transporter	0.6	Mental or Behavioral Dysfunction (T048)	disease	P54219,Q96GL6	C0011581	ENSG00000036565	6570	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2009.0	EGR3	0.74	0.63	early growth response 3	0.99738	Abnormality of the nervous system (00707)	2009.0	6	271	1	2	6	0	R-HSA-162582	Signal Transduction	Nucleic acid binding	0.6	Mental or Behavioral Dysfunction (T048)	disease	Q06889,B4DH80	C0011581	ENSG00000179388	1960	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2011.0	MC1R	0.87	0.47	melanocortin 1 receptor	0.0090003	Abnormality of the nervous system (00707)	2011.0	21	271	1	239	6	0	R-HSA-1266738,R-HSA-162582	Developmental Biology,Signal Transduction	G-protein coupled receptor	0.6	Mental or Behavioral Dysfunction (T048)	disease	Q1JUL4,Q01726	C0011581	ENSG00000258839	4157	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2009.0	HPSE	0.87	0.43	heparanase	4.2572e-09	Abnormality of the nervous system (00707)	2009.0	10	271	1	0	6	0	R-HSA-1430728,R-HSA-168256	Metabolism,Immune System	Enzyme	0.6	Mental or Behavioral Dysfunction (T048)	disease	Q9Y251	C0011581	ENSG00000173083	10855	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	0.6666666666666666		2009.0	CHAT	0.96	0.49	choline O-acetyltransferase	9.5799e-17	Abnormality of the nervous system (00707)	2009.0	32	271	1	250	6	0	R-HSA-112316,R-HSA-1430728	Neuronal System,Metabolism	Enzyme	0.6	Mental or Behavioral Dysfunction (T048)	disease	P28329,Q6LEN5,Q6LEN6	C0011581	ENSG00000070748	1103	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2012.0	NR1D1	0.83	0.54	nuclear receptor subfamily 1 group D member 1	0.99419	Abnormality of the nervous system (00707)	2012.0	6	271	1	6	6	0	R-HSA-1430728,R-HSA-1852241,R-HSA-400253,R-HSA-74160,R-HSA-8953897	Metabolism,Organelle biogenesis and maintenance,Circadian Clock,Gene expression (Transcription),Cellular responses to stimuli	Nuclear receptor	0.6	Mental or Behavioral Dysfunction (T048)	disease	P20393,F1D8S3	C0011581	ENSG00000126368	9572	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2005.0	DUSP6	0.87	0.49	dual specificity phosphatase 6	0.99374	Abnormality of the nervous system (00707)	2005.0	27	271	1	8	6	0	R-HSA-162582,R-HSA-1643685,R-HSA-168256	Signal Transduction,Disease,Immune System		0.6	Mental or Behavioral Dysfunction (T048)	disease	Q16828,Q53GP9	C0011581	ENSG00000139318	1848	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2007.0	PDE1B	0.65	0.69	phosphodiesterase 1B	0.99998	Abnormality of the nervous system (00707)	2007.0	8	271	1	0	6	0	R-HSA-109582,R-HSA-162582	Hemostasis,Signal Transduction		0.55	Mental or Behavioral Dysfunction (T048)	disease	B4DK72,B3KX78,Q01064,Q7Z364	C0011581	ENSG00000123360	5153	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2010.0	GABRA3	0.74	0.58	gamma-aminobutyric acid type A receptor subunit alpha3		Abnormality of the nervous system (00707)	2010.0	10	271	1	2	6	0	R-HSA-112316	Neuronal System	Ion channel	0.55	Mental or Behavioral Dysfunction (T048)	disease	P34903	C0011581	ENSG00000011677	2556	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2010.0	CPLX2	0.39	0.67	complexin 2	0.69871	Abnormality of the nervous system (00707)	2010.0	8	271	1	3	6	0				0.55	Mental or Behavioral Dysfunction (T048)	disease	Q6PUV4	C0011581	ENSG00000145920	10814	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2014.0	PITX3	0.91	0.5	paired like homeodomain 3	0.76899	Abnormality of the nervous system (00707)	2014.0	19	271	1	6	6	0				0.55	Mental or Behavioral Dysfunction (T048)	disease	O75364	C0011581	ENSG00000107859	5309	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2012.0	PRKCI	0.61	0.57	protein kinase C iota	0.0087745	Abnormality of the nervous system (00707)	2012.0	5	271	1	1	6	0	R-HSA-1500931,R-HSA-162582,R-HSA-8953897	Cell-Cell communication,Signal Transduction,Cellular responses to stimuli	Kinase	0.55	Mental or Behavioral Dysfunction (T048)	disease	P41743	C0011581	ENSG00000163558	5584	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2009.0	DAOA-AS1	0.44	0.66	DAOA antisense RNA 1		Abnormality of the nervous system (00707)	2009.0	4	271	1	0	6	0				0.55	Mental or Behavioral Dysfunction (T048)	disease		C0011581	ENSG00000232307	282706	ncRNA	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2009.0	FGF17	0.78	0.57	fibroblast growth factor 17	0.99216	Abnormality of the nervous system (00707)	2009.0	20	271	1	6	6	0	R-HSA-162582,R-HSA-1643685	Signal Transduction,Disease	Signaling	0.55	Mental or Behavioral Dysfunction (T048)	disease	A0A7U3JVY9,O60258	C0011581	ENSG00000158815	8822	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2007.0	FOLH1	0.91	0.43	folate hydrolase 1	5.9721e-09	Abnormality of the nervous system (00707)	2007.0	7	271	1	3	6	0	R-HSA-1430728	Metabolism	Enzyme	0.55	Mental or Behavioral Dysfunction (T048)	disease	Q04609	C0011581	ENSG00000086205	2346	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2009.0	PPP1R1B	0.91	0.56	protein phosphatase 1 regulatory inhibitor subunit 1B	0.79526	Abnormality of the nervous system (00707)	2009.0	10	271	1	0	6	0	R-HSA-162582	Signal Transduction	Enzyme modulator	0.55	Mental or Behavioral Dysfunction (T048)	disease	B3KVQ9,Q9UD71	C0011581	ENSG00000131771	84152	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2004.0	SRD5A1	0.78	0.59	steroid 5 alpha-reductase 1	7.4614e-06	Abnormality of the nervous system (00707)	2004.0	8	271	1	14	6	0	R-HSA-1430728	Metabolism	Enzyme	0.55	Mental or Behavioral Dysfunction (T048)	disease	B7Z4D8,P18405	C0011581	ENSG00000145545	6715	protein-coding	0	1	1
	Depressive neurosis	Mental Disorders	1.0		2013.0	GABPA	0.65	0.65	GA binding protein transcription factor subunit alpha	1.0	Abnormality of the nervous system (00707)	2013.0	3	271	1	1	6	0	R-HSA-1852241	Organelle biogenesis and maintenance	Transcription factor	0.55	Mental or Behavioral Dysfunction (T048)	disease	Q8IYS3,Q06546,A8IE48	C0011581	ENSG00000154727	2551	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	0.0		2007.0	IMPA2	0.39	0.67	inositol monophosphatase 2	5.6433e-08	Abnormality of the nervous system (00707)	2007.0	10	271	1	3	6	0	R-HSA-1430728	Metabolism	Enzyme	0.55	Mental or Behavioral Dysfunction (T048)	disease	O14732	C0011581	ENSG00000141401	3613	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2004.0	LIF	0.96	0.44	LIF interleukin 6 family cytokine	0.010771	Abnormality of the nervous system (00707)	2004.0	12	271	1	0	6	0	R-HSA-168256	Immune System	Signaling	0.55	Mental or Behavioral Dysfunction (T048)	disease	P15018	C0011581	ENSG00000128342	3976	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2013.0	FEV	0.83	0.62	FEV transcription factor, ETS family member	5.7005e-05	Abnormality of the nervous system (00707)	2013.0	5	271	1	0	6	0			Transcription factor	0.55	Mental or Behavioral Dysfunction (T048)	disease	Q99581	C0011581	ENSG00000163497	54738	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2004.0	SLC1A1	0.83	0.55	solute carrier family 1 member 1	1.3426e-08	Abnormality of the nervous system (00707)	2004.0	18	271	1	94	6	0	R-HSA-112316,R-HSA-1643685,R-HSA-382551	Neuronal System,Disease,Transport of small molecules	Transporter	0.55	Mental or Behavioral Dysfunction (T048)	disease	P43005	C0011581	ENSG00000106688	6505	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2006.0	HDAC5	0.87	0.53	histone deacetylase 5	1.0	Abnormality of the nervous system (00707)	2006.0	12	271	1	9	6	0	R-HSA-162582,R-HSA-1643685,R-HSA-74160	Signal Transduction,Disease,Gene expression (Transcription)	Epigenetic regulator	0.55	Mental or Behavioral Dysfunction (T048)	disease	Q9UQL6	C0011581	ENSG00000108840	10014	protein-coding	0	1	1
	Depressive neurosis	Mental Disorders	1.0		2007.0	TBX19	0.7	0.6	T-box transcription factor 19	1.5391e-08	Abnormality of the nervous system (00707)	2007.0	10	271	1	68	6	0			Transcription factor	0.5	Mental or Behavioral Dysfunction (T048)	disease	B3KRD9,O60806	C0011581	ENSG00000143178	9095	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	0.0		2008.0	SLCO1C1	0.48	0.66	solute carrier organic anion transporter family member 1C1	7.2273e-22	Abnormality of the nervous system (00707)	2008.0	3	271	1	3	6	0	R-HSA-382551	Transport of small molecules	Transporter	0.5	Mental or Behavioral Dysfunction (T048)	disease	Q9NYB5	C0011581	ENSG00000139155	53919	protein-coding	0	2	1
	Depressive neurosis	Mental Disorders	1.0		2009.0	LTA4H	0.78	0.59	leukotriene A4 hydrolase	0.00045734	Abnormality of the nervous system (00707)	2009.0	3	271	1	0	6	0	R-HSA-1430728,R-HSA-168256	Metabolism,Immune System		0.5	Mental or Behavioral Dysfunction (T048)	disease	P09960,A0A140VK27	C0011581	ENSG00000111144	4048	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2010.0	SLC29A3	0.87	0.51	solute carrier family 29 member 3	0.00010895	Abnormality of the nervous system (00707)	2010.0	14	271	1	193	6	0	R-HSA-1643685,R-HSA-382551,R-HSA-9748784	Disease,Transport of small molecules,Drug ADME	Transporter	0.5	Mental or Behavioral Dysfunction (T048)	disease	Q9BZD2	C0011581	ENSG00000198246	55315	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2017.0	OGDHL	0.78	0.61	oxoglutarate dehydrogenase L	8.8621e-19	Abnormality of the nervous system (00707)	2017.0	5	271	1	10	6	1				0.5	Mental or Behavioral Dysfunction (T048)	disease	Q9ULD0	C0011581	ENSG00000197444	55753	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2007.0	TLE1	0.74	0.55	TLE family member 1, transcriptional corepressor	1.0	Abnormality of the nervous system (00707)	2007.0	2	271	1	4	6	0	R-HSA-162582	Signal Transduction	Transcription factor	0.5	Mental or Behavioral Dysfunction (T048)	disease	Q04724,Q59EF7,B4DEF9	C0011581	ENSG00000196781	7088	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2013.0	ADCY8	0.7	0.64	adenylate cyclase 8	0.00047428	Abnormality of the nervous system (00707)	2013.0	8	271	1	6	6	0	R-HSA-112316,R-HSA-1430728,R-HSA-162582,R-HSA-1643685,R-HSA-382551	Neuronal System,Metabolism,Signal Transduction,Disease,Transport of small molecules		0.5	Mental or Behavioral Dysfunction (T048)	disease	A0A0K0K1K3,Q4F7X0,P40145	C0011581	ENSG00000155897	114	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2009.0	CHRNB3	0.39	0.68	cholinergic receptor nicotinic beta 3 subunit	6.821e-08	Abnormality of the nervous system (00707)	2009.0	7	271	1	5	6	0	R-HSA-112316	Neuronal System	Ion channel	0.5	Mental or Behavioral Dysfunction (T048)	disease	Q05901	C0011581	ENSG00000147432	1142	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2012.0	CSMD2	0.61	0.66	CUB and Sushi multiple domains 2	1.0	Abnormality of the nervous system (00707)	2012.0	6	271	1	30	6	0				0.5	Mental or Behavioral Dysfunction (T048)	disease	Q7Z408	C0011581	ENSG00000121904	114784	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2011.0	OR7D4	0.09	0.85	olfactory receptor family 7 subfamily D member 4	0.29845	Abnormality of the nervous system (00707)	2011.0	2	271	1	0	6	0	R-HSA-9709957	Sensory Perception	G-protein coupled receptor	0.5	Mental or Behavioral Dysfunction (T048)	disease	Q8NG98,A0A126GVR1	C0011581	ENSG00000174667	125958	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2012.0	MMAB	0.74	0.63	metabolism of cobalamin associated B	0.00088861	Abnormality of the nervous system (00707)	2012.0	8	271	1	233	6	0	R-HSA-1430728,R-HSA-1643685	Metabolism,Disease	Enzyme	0.5	Mental or Behavioral Dysfunction (T048)	disease	Q96EY8	C0011581	ENSG00000139428	326625	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2009.0	DKK4	0.52	0.64	dickkopf WNT signaling pathway inhibitor 4	2.849e-08	Abnormality of the nervous system (00707)	2009.0	4	271	1	0	6	0	R-HSA-162582,R-HSA-1643685	Signal Transduction,Disease		0.5	Mental or Behavioral Dysfunction (T048)	disease	Q9UBT3	C0011581	ENSG00000104371	27121	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2008.0	GSTT1	0.96	0.39	glutathione S-transferase theta 1		Abnormality of the nervous system (00707)	2008.0	145	271	1	0	6	0	R-HSA-1430728,R-HSA-9748784	Metabolism,Drug ADME		0.5	Mental or Behavioral Dysfunction (T048)	disease	Q4GZS9,A0A0G2JRQ5,P30711,A0A0G2JRN4,Q4W251	C0011581		2952	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2010.0	TAAR6	0.65	0.59	trace amine associated receptor 6	4.9743e-05	Abnormality of the nervous system (00707)	2010.0	2	271	1	0	6	0	R-HSA-162582	Signal Transduction	G-protein coupled receptor	0.5	Mental or Behavioral Dysfunction (T048)	disease	Q96RI8	C0011581	ENSG00000146383	319100	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2009.0	NEFM	0.78	0.61	neurofilament medium chain	0.85863	Abnormality of the nervous system (00707)	2009.0	6	271	1	0	6	0				0.5	Mental or Behavioral Dysfunction (T048)	disease	Q9UK51,P07197	C0011581	ENSG00000104722	4741	protein-coding	0	0	0
	Depressive neurosis	Mental Disorders	1.0		2012.0	OAS2	0.78	0.63	2'-5'-oligoadenylate synthetase 2	7.3595e-20	Abnormality of the nervous system (00707)	2012.0	6	271	1	1	6	0	R-HSA-1643685,R-HSA-168256	Disease,Immune System	Enzyme	0.5	Mental or Behavioral Dysfunction (T048)	disease	P29728,Q7Z6D0	C0011581	ENSG00000111335	4939	protein-coding	0	0	0
